date,portfolio_value,value_AAPL,value_MSFT,value_NVDA,value_AMZN,value_TSLA,value_RY,value_TD,profit_loss_cad,profit_loss_status,profit_loss_AAPL,profit_loss_MSFT,profit_loss_NVDA,profit_loss_AMZN,profit_loss_TSLA,profit_loss_RY,profit_loss_TD,portfolio_daily_return,portfolio_drawdown_pct
2014-01-10,247134.647,42303.0733,32842.0213,24310.5974,42497.5971,76117.2847,14688.4219,14375.6514,147134.647,Profit,22303.0733,12842.0213,9310.5974,27497.5971,66117.2847,4688.4219,4375.6514,0.0007,-1.3114
2014-01-13,240853.8081,42339.709,31737.0089,23635.4431,41599.9958,72464.6041,14682.187,14394.8602,140853.8081,Profit,22339.709,11737.0089,8635.4431,26599.9958,62464.6041,4682.187,4394.8602,-0.0254,-3.8196
2014-01-14,256418.5194,43442.0875,32656.6241,24520.7801,42550.9308,84370.7614,14594.8245,14282.5108,156418.5194,Profit,23442.0875,12656.6241,9520.7801,27550.9308,74370.7614,4594.8245,4282.5108,0.0646,0.0
2014-01-15,259811.2475,44308.2465,33549.4753,24782.1128,42368.3066,85859.4312,14622.1763,14321.4989,159811.2475,Profit,24308.2465,13549.4753,9782.1128,27368.3066,75859.4312,4622.1763,4321.4989,0.0132,0.0
2014-01-16,263325.6718,44030.4404,33647.3785,24844.9094,42333.6918,89380.2963,14691.5127,14397.4426,163325.6718,Profit,24030.4404,13647.3785,9844.9094,27333.6918,79380.2963,4691.5127,4397.4426,0.0135,0.0
2014-01-17,262418.8837,43089.0063,33288.9098,24813.9914,42878.1148,89163.1301,14788.0386,14397.6927,162418.8837,Profit,23089.0063,13288.9098,9813.9914,27878.1148,79163.1301,4788.0386,4397.6927,-0.0034,-0.3444
2014-01-21,267921.0711,43806.9989,33127.475,24935.0221,43720.258,92754.525,15036.0014,14540.7907,167921.0711,Profit,23806.9989,13127.475,9935.0221,28720.258,82754.525,5036.0014,4540.7907,0.021,0.0
2014-01-22,270722.213,44387.7708,33197.9111,25123.5922,43834.798,94569.9704,15046.0866,14562.084,170722.213,Profit,24387.7708,13197.9111,10123.5922,28834.798,84569.9704,5046.0866,4562.084,0.0105,0.0
2014-01-23,273373.3247,45009.2234,33502.5841,25163.2153,43567.5517,96656.8124,14908.6519,14565.2858,173373.3247,Profit,25009.2234,13502.5841,10163.2153,28567.5517,86656.8124,4908.6519,4565.2858,0.0098,0.0
2014-01-24,265655.2339,43922.3565,33990.518,24367.0303,41972.6684,92414.1703,14614.8891,14373.6013,165655.2339,Profit,23922.3565,13990.518,9367.0303,26972.6684,82414.1703,4614.8891,4373.6013,-0.0282,-2.8233
2014-01-27,262776.9753,44422.2995,33378.8818,24289.9453,41965.8571,90070.4724,14415.8535,14233.6657,162776.9753,Profit,24422.2995,13378.8818,9289.9453,26965.8571,80070.4724,4415.8535,4233.6657,-0.0108,-3.8761
2014-01-28,266370.036,41057.7677,33753.5085,24636.7078,43044.3401,95148.9079,14455.4462,14273.3579,166370.036,Profit,21057.7677,13753.5085,9636.7078,28044.3401,85148.9079,4455.4462,4273.3579,0.0137,-2.5618
2014-01-29,262905.296,40590.6054,34114.3702,24399.3892,41927.9355,93468.68,14276.4818,14127.834,162905.296,Profit,20590.6054,14114.3702,9399.3892,26927.9355,83468.68,4276.4818,4127.834,-0.013,-3.8292
2014-01-30,270408.993,40594.6692,34373.5333,24859.4979,44071.4197,97728.8416,14498.1252,14282.906,170408.993,Profit,20594.6692,14373.5333,9859.4979,29071.4197,87728.8416,4498.1252,4282.906,0.0285,-1.0844
2014-01-31,264300.1613,40469.8817,35122.4961,24713.7328,39042.1897,96513.4058,14315.1445,14123.3106,164300.1613,Profit,20469.8817,15122.4961,9713.7328,24042.1897,86513.4058,4315.1445,4123.3106,-0.0226,-3.319
2014-02-03,258017.7019,40389.5198,33728.9897,24288.2643,37531.5449,93861.0619,14204.2293,14014.0921,158017.7019,Profit,20389.5198,13728.9897,9288.2643,22531.5449,83861.0619,4204.2293,4014.0921,-0.0238,-5.6171
2014-02-04,259104.0119,40893.4515,33545.2415,24382.8196,37655.1811,94540.013,14127.7102,13959.5951,159104.0119,Profit,20893.4515,13545.2415,9382.8196,22655.1811,84540.013,4127.7102,3959.5951,0.0042,-5.2197
2014-02-05,257603.5646,41372.2611,33194.2097,24266.5317,37648.8592,92644.3773,14386.9777,14090.3481,157603.5646,Profit,21372.2611,13194.2097,9266.5317,22648.8592,82644.3773,4386.9777,4090.3481,-0.0058,-5.7686
2014-02-06,261110.534,41481.9921,33421.2335,24503.8502,38411.9464,94449.0282,14555.8352,14286.6483,161110.534,Profit,21481.9921,13421.2335,9503.8502,23411.9464,84449.0282,4555.8352,4286.6483,0.0136,-4.4857
2014-02-07,266347.7623,41880.1089,33624.225,24756.7179,38945.3271,98335.648,14549.5879,14256.1476,166347.7623,Profit,21880.1089,13624.225,9756.7179,23945.3271,88335.648,4549.5879,4256.1476,0.0201,-2.57
2014-02-10,273350.8267,42750.036,33939.0036,24900.3218,39028.657,103905.7253,14550.3971,14276.6859,173350.8267,Profit,22750.036,13939.0036,9900.3218,24028.657,93905.7253,4550.3971,4276.6859,0.0263,-0.0082
2014-02-11,274441.6648,43219.2749,34209.2621,25358.7495,39046.6986,103721.0644,14605.3625,14281.2528,174441.6648,Profit,23219.2749,14209.2621,10358.7495,24046.6986,93721.0644,4605.3625,4281.2528,0.004,0.0
2014-02-12,272974.8605,43088.6732,34385.5535,26190.5353,37583.8958,102735.9649,14679.4068,14310.8311,172974.8605,Profit,23088.6732,14385.5535,11190.5353,22583.8958,92735.9649,4679.4068,4310.8311,-0.0053,-0.5345
2014-02-13,277662.3975,43724.8115,34469.0305,26984.2588,38393.9636,104879.3342,14812.4155,14398.5834,177662.3975,Profit,23724.8115,14469.0305,11984.2588,23393.9636,94879.3342,4812.4155,4398.5834,0.0172,0.0
2014-02-14,277871.0368,43695.5574,34481.9316,27837.2369,38413.5851,104152.7771,14809.5302,14480.4185,177871.0368,Profit,23695.5574,14481.9316,12837.2369,23413.5851,94152.7771,4809.5302,4480.4185,0.0008,0.0
2014-02-18,279993.3671,43745.7877,34471.7871,27751.0866,37918.915,106754.1561,14869.996,14481.6384,179993.3671,Profit,23745.7877,14471.7871,12751.0866,22918.915,96754.1561,4869.996,4481.6384,0.0076,0.0
2014-02-19,276013.0648,43411.9653,34845.7236,28362.3036,37559.4892,102334.0948,15001.0858,14498.4024,176013.0648,Profit,23411.9653,14845.7236,13362.3036,22559.4892,92334.0948,5001.0858,4498.4024,-0.0142,-1.4216
2014-02-20,287271.6541,43140.5037,35253.7791,29521.5206,38023.1783,111557.1398,15129.7217,14645.8109,187271.6541,Profit,23140.5037,15253.7791,14521.5206,23023.1783,101557.1398,5129.7217,4645.8109,0.0408,0.0
2014-02-21,286718.7916,42751.7559,35545.9265,29367.1704,37774.1987,111600.985,15079.6883,14599.0667,186718.7916,Profit,22751.7559,15545.9265,14367.1704,22774.1987,101600.985,5079.6883,4599.0667,-0.0019,-0.1925
2014-02-24,290135.775,42668.3413,35054.9434,29603.4684,38079.9951,115158.4822,15069.6761,14500.8684,190135.775,Profit,22668.3413,15054.9434,14603.4684,23079.9951,105158.4822,5069.6761,4500.8684,0.0119,0.0
2014-02-25,306916.5159,42327.5901,34994.558,29541.5122,38879.1459,131524.9072,15125.3765,14523.426,206916.5159,Profit,22327.5901,14994.558,14541.5122,23879.1459,121524.9072,5125.3765,4523.426,0.0578,0.0
2014-02-26,309920.6902,42067.3042,35036.9007,29580.1148,39155.9642,134576.6308,14990.9708,14512.8047,209920.6902,Profit,22067.3042,15036.9007,14580.1148,24155.9642,124576.6308,4990.9708,4512.8047,0.0098,0.0
2014-02-27,311378.9475,42994.679,35472.4392,29309.5368,39272.9613,134609.6026,15081.8215,14637.9071,211378.9475,Profit,22994.679,15472.4392,14309.5368,24272.9613,124609.6026,5081.8215,4637.9071,0.0047,0.0
2014-02-28,305985.5605,42632.3345,35682.476,28944.7037,39257.3906,129728.2157,14986.9486,14753.4914,205985.5605,Profit,22632.3345,15682.476,13944.7037,24257.3906,119728.2157,4986.9486,4753.4914,-0.0173,-1.7321
2014-03-03,308614.148,42817.2304,35241.4932,28855.9719,39065.7387,132978.7607,14966.1137,14688.8395,208614.148,Profit,22817.2304,15241.4932,13855.9719,24065.7387,122978.7607,4966.1137,4688.8395,0.0086,-0.8879
2014-03-04,313118.1221,43186.9189,35903.8149,29207.8374,39591.4681,135518.2583,14970.2185,14739.6061,213118.1221,Profit,23186.9189,15903.8149,14207.8374,24591.4681,125518.2583,4970.2185,4739.6061,0.0146,0.0
2014-03-05,311487.6102,43033.1237,35421.9306,29290.0254,40283.3347,133597.6247,15056.2085,14805.3627,211487.6102,Profit,23033.1237,15421.9306,14290.0254,25283.3347,123597.6247,5056.2085,4805.3627,-0.0052,-0.5207
2014-03-06,308821.221,42570.9074,35186.8267,28659.8373,39950.9487,132717.2254,14950.4446,14785.0309,208821.221,Profit,22570.9074,15186.8267,13659.8373,24950.9487,122717.2254,4950.4446,4785.0309,-0.0086,-1.3723
2014-03-07,308084.2514,43022.9054,35347.81,28952.6884,40388.2029,130634.7614,14916.5678,14821.3155,208084.2514,Profit,23022.9054,15347.81,13952.6884,25388.2029,120634.7614,4916.5678,4821.3155,-0.0024,-1.6077
2014-03-10,304117.7397,43123.5444,35320.8403,28566.3027,40280.1512,126907.4744,14933.1728,14986.2539,204117.7397,Profit,23123.5444,15320.8403,13566.3027,25280.1512,116907.4744,4933.1728,4986.2539,-0.0129,-2.8744
2014-03-11,302207.7074,43462.0267,35445.3297,28804.4618,40022.048,124328.7536,15030.5684,15114.5192,202207.7074,Profit,23462.0267,15445.3297,13804.4618,25022.048,114328.7536,5030.5684,5114.5192,-0.0063,-3.4844
2014-03-12,307855.6436,43689.6611,35830.3236,28998.1349,40390.0727,128626.9971,15082.8285,15237.6257,207855.6436,Profit,23689.6611,15830.3236,13998.1349,25390.0727,118626.9971,5082.8285,5237.6257,0.0187,-1.6807
2014-03-13,302117.064,42916.3935,35236.1968,27895.2308,40212.1199,125803.4279,14930.614,15123.081,202117.064,Profit,22916.3935,15236.1968,12895.2308,25212.1199,115803.4279,4930.614,5123.081,-0.0186,-3.5134
2014-03-14,298720.2317,42553.141,35155.6242,28090.6449,40563.2542,122526.5788,14790.8679,15040.1208,198720.2317,Profit,22553.141,15155.6242,13090.6449,25563.2542,112526.5788,4790.8679,5040.1208,-0.0112,-4.5982
2014-03-17,300228.9593,42584.7696,35366.7427,28001.9131,40575.849,123731.7656,14858.9725,15108.9469,200228.9593,Profit,22584.7696,15366.7427,13001.9131,25575.849,113731.7656,4858.9725,5108.9469,0.0051,-4.1164
2014-03-18,307168.4827,43090.8599,36873.8688,28758.7151,41105.4687,127326.871,14886.6837,15126.0155,207168.4827,Profit,23090.8599,16873.8688,13758.7151,26105.4687,117326.871,4886.6837,5126.0155,0.0231,-1.9001
2014-03-19,306776.5166,43442.118,36918.252,29506.4518,40844.0371,126148.4765,14850.9307,15066.2505,206776.5166,Profit,23442.118,16918.252,14506.4518,25844.0371,116148.4765,4850.9307,5066.2505,-0.0013,-2.0253
2014-03-20,308754.7353,43509.669,38161.4159,29708.6499,40637.907,126460.3093,15037.5161,15239.2683,208754.7353,Profit,23509.669,18161.4159,14708.6499,25637.907,116460.3093,5037.5161,5239.2683,0.0064,-1.3935
2014-03-21,303201.9332,43631.472,37809.5461,29515.2769,39517.0268,122594.7402,14991.7499,15142.1214,203201.9332,Profit,23631.472,17809.5461,14515.2769,24517.0268,112594.7402,4991.7499,5142.1214,-0.018,-3.1669
2014-03-24,299005.5506,44240.1277,38205.9629,29429.3668,38635.2234,118166.8199,15097.6701,15230.3798,199005.5506,Profit,24240.1277,18205.9629,14429.3668,23635.2234,108166.8199,5097.6701,5230.3798,-0.0138,-4.5071
2014-03-25,298862.4984,44552.2653,37914.6185,29321.7839,38806.9032,117879.2818,15158.2682,15229.3774,198862.4984,Profit,24552.2653,17914.6185,14321.7839,23806.9032,107879.2818,5158.2682,5229.3774,-0.0005,-4.5528
2014-03-26,291265.0107,43994.5462,37288.4941,28569.2444,37459.6938,113542.8558,15182.8609,15227.3154,191265.0107,Profit,23994.5462,17288.4941,13569.2444,22459.6938,103542.8558,5182.8609,5227.3154,-0.0254,-6.9792
2014-03-27,284555.3708,43466.3956,36602.8143,27968.2334,36635.8819,109682.6983,15064.3828,15134.9645,184555.3708,Profit,23466.3956,16602.8143,12968.2334,21635.8819,99682.6983,5064.3828,5134.9645,-0.023,-9.122
2014-03-28,288383.3214,43445.6258,37501.3974,28160.4057,36639.5803,112425.8044,15077.8528,15132.655,188383.3214,Profit,23445.6258,17501.3974,13160.4057,21639.5803,102425.8044,5077.8528,5132.655,0.0135,-7.8995
2014-03-31,286700.8661,43389.7244,38103.2926,28147.0179,36394.3245,110241.1665,15175.3725,15249.9678,186700.8661,Profit,23389.7244,18103.2926,13147.0179,21394.3245,100241.1665,5175.3725,5249.9678,-0.0058,-8.4368
2014-04-01,293388.5309,43688.4316,38413.8893,29241.6371,37024.3974,114477.134,15226.5753,15316.4662,193388.5309,Profit,23688.4316,18413.8893,14241.6371,22024.3974,104477.134,5226.5753,5316.4662,0.0233,-6.301
2014-04-02,300223.4704,43778.8218,38359.1848,29068.9162,36926.6029,121549.0511,15209.3026,15331.5909,200223.4704,Profit,23778.8218,18359.1848,14068.9162,21926.6029,111549.0511,5209.3026,5331.5909,0.0233,-4.1181
2014-04-03,296455.1519,43487.102,38058.5439,29395.0267,36039.0708,119011.2114,15160.4327,15303.7644,196455.1519,Profit,23487.102,18058.5439,14395.0267,21039.0708,109011.2114,5160.4327,5303.7644,-0.0126,-5.3216
2014-04-04,284473.7484,42704.0385,36812.3287,28335.7081,34711.6219,111478.6505,15161.1629,15270.2378,184473.7484,Profit,22704.0385,16812.3287,13335.7081,19711.6219,101478.6505,5161.1629,5270.2378,-0.0404,-9.1481
2014-04-07,280608.673,42011.9025,36723.8779,28412.4329,34126.7244,108935.1121,15176.7456,15221.8777,180608.673,Profit,22011.9025,16723.8779,13412.4329,19126.7244,98935.1121,5176.7456,5221.8777,-0.0136,-10.3825
2014-04-08,285799.3756,41821.7015,36578.6202,29293.0872,34969.7114,112597.6971,15209.5108,15329.0474,185799.3756,Profit,21821.7015,16578.6202,14293.0872,19969.7114,102597.6971,5209.5108,5329.0474,0.0185,-8.7247
2014-04-09,287890.1755,42293.5917,37113.0417,29212.7002,35413.7202,113168.6967,15275.4124,15413.0126,187890.1755,Profit,22293.5917,17113.0417,14212.7002,20413.7202,103168.6967,5275.4124,5413.0126,0.0073,-8.057
2014-04-10,277194.797,41785.9715,36122.8106,28518.6949,33873.7644,106610.6418,15159.1958,15123.7179,177194.797,Profit,21785.9715,16122.8106,13518.6949,18873.7644,96610.6418,5159.1958,5123.7179,-0.0372,-11.4728
2014-04-11,276578.9675,41654.504,36141.7023,28241.2729,33445.5477,106864.0741,15118.8379,15113.0285,176578.9675,Profit,21654.504,16141.7023,13241.2729,18445.5477,96864.0741,5118.8379,5113.0285,-0.0022,-11.6694
2014-04-14,274877.4283,41859.5573,36151.0128,28576.0884,33924.9465,103975.2216,15176.9814,15213.6201,174877.4283,Profit,21859.5573,16151.0128,13576.0884,18924.9465,93975.2216,5176.9814,5213.6201,-0.0062,-12.2129
2014-04-15,273380.7825,41602.9152,36710.1908,28810.1651,33977.2367,101882.9823,15177.9424,15219.3499,173380.7825,Profit,21602.9152,16710.1908,13810.1651,18977.2367,91882.9823,5177.9424,5219.3499,-0.0054,-12.6908
2014-04-16,278946.4294,41862.2298,37468.5919,28998.315,34943.1278,105063.1697,15267.9881,15343.0072,178946.4294,Profit,21862.2298,17468.5919,13998.315,19943.1278,95063.1697,5267.9881,5343.0072,0.0204,-10.9134
2014-04-17,278096.5047,42229.3538,37010.3284,29028.6928,34980.4953,104256.3936,15243.9473,15347.2936,178096.5047,Profit,22229.3538,17010.3284,14028.6928,19980.4953,94256.3936,5243.9473,5347.2936,-0.003,-11.1848
2014-04-21,283319.6862,42820.6255,37021.2429,29324.7256,35696.6568,107775.2419,15305.4417,15375.7518,183319.6862,Profit,22820.6255,17021.2429,14324.7256,20696.6568,97775.2419,5305.4417,5375.7518,0.0188,-9.5167
2014-04-22,291060.9892,42880.6682,37086.2737,29587.1989,35545.552,115347.5283,15231.0404,15382.7277,191060.9892,Profit,22880.6682,17086.2737,14587.1989,20545.552,105347.5283,5231.0404,5382.7277,0.0273,-7.0443
2014-04-23,284463.2435,42349.5518,36825.7052,29951.1315,35052.9983,109788.633,15165.4171,15329.8065,184463.2435,Profit,22349.5518,16825.7052,14951.1315,20052.9983,99788.633,5165.4171,5329.8065,-0.0227,-9.1515
2014-04-24,289602.7481,45796.0505,36966.1769,30207.3011,36393.9916,109670.0234,15200.1998,15369.0049,189602.7481,Profit,25796.0505,16966.1769,15207.3011,21393.9916,99670.0234,5200.1998,5369.0049,0.0181,-7.5101
2014-04-25,281706.5071,46191.009,37060.5754,29413.6376,32841.845,105587.2522,15235.5458,15376.6421,181706.5071,Profit,26191.009,17060.5754,14413.6376,17841.845,95587.2522,5235.5458,5376.6421,-0.0273,-10.0319
2014-04-28,282593.8401,47943.97,37922.279,29257.5464,32032.0435,104794.0625,15251.4454,15392.4933,182593.8401,Profit,27943.97,17922.279,14257.5464,17032.0435,94794.0625,5251.4454,5392.4933,0.0031,-9.7485
2014-04-29,285575.1099,47499.0814,37350.3448,29137.5363,32236.6269,108540.9503,15319.9754,15490.5948,185575.1099,Profit,27499.0814,17350.3448,14137.5363,17236.6269,98540.9503,5319.9754,5490.5948,0.0105,-8.7964
2014-04-30,285942.6917,47291.839,37227.3626,28778.8268,32621.2111,108989.558,15392.4267,15641.4676,185942.6917,Profit,27291.839,17227.3626,13778.8268,17621.2111,98989.558,5392.4267,5641.4676,0.0013,-8.679
2014-05-01,286177.9844,47436.4812,36889.8591,28953.4688,33048.6232,108985.7182,15340.9046,15522.9294,186177.9844,Profit,27436.4812,16889.8591,13953.4688,18048.6232,98985.7182,5340.9046,5522.9294,0.0008,-8.6038
2014-05-02,287671.5119,47560.431,36628.7593,28758.3549,33085.6265,110734.8324,15369.2532,15534.2547,187671.5119,Profit,27560.431,16628.7593,13758.3549,18085.6265,100734.8324,5369.2532,5534.2547,0.0052,-8.1268
2014-05-05,291159.5342,48153.0331,36328.1792,29019.1472,33250.125,113540.9611,15367.011,15501.0776,191159.5342,Profit,28153.0331,16328.1792,14019.1472,18250.125,103540.9611,5367.011,5501.0776,0.0121,-7.0129
2014-05-06,281876.3802,47347.8601,35772.7377,28266.4276,31702.1557,108005.779,15361.9482,15419.4718,181876.3802,Profit,27347.8601,15772.7377,13266.4276,16702.1557,98005.779,5361.9482,5419.4718,-0.0319,-9.9776
2014-05-07,278685.0899,47208.7928,36124.148,28313.375,31221.5038,104973.1754,15376.8455,15467.2493,178685.0899,Profit,27208.7928,16124.148,13313.375,16221.5038,94973.1754,5376.8455,5467.2493,-0.0113,-10.9968
2014-05-08,266149.2885,46961.353,36197.1629,28567.6235,30645.9981,92782.8389,15446.8932,15547.419,166149.2885,Profit,26961.353,16197.1629,13567.6235,15645.9981,82782.8389,5446.8932,5547.419,-0.045,-15.0004
2014-05-09,268279.7765,46947.6106,36249.9767,27977.659,31182.8148,95056.0428,15373.7891,15491.8836,168279.7765,Profit,26947.6106,16249.9767,12977.659,16182.8148,85056.0428,5373.7891,5491.8836,0.008,-14.3199
2014-05-12,272252.3074,47473.267,36600.9096,28763.8181,32277.4559,96197.5611,15457.3203,15481.9754,172252.3074,Profit,27473.267,16600.9096,13763.8181,17277.4559,86197.5611,5457.3203,5481.9754,0.0148,-13.0512
2014-05-13,275704.8531,47567.1392,37285.8814,28318.6581,32482.0707,99102.8923,15440.598,15507.6134,175704.8531,Profit,27567.1392,17285.8814,13318.6581,17482.0707,89102.8923,5440.598,5507.6134,0.0127,-11.9486
2014-05-14,274690.2673,47555.5202,37106.314,28020.464,31719.0011,99297.2854,15462.7647,15528.9181,174690.2673,Profit,27555.5202,17106.314,13020.464,16719.0011,89297.2854,5462.7647,5528.9181,-0.0037,-12.2726
2014-05-15,272045.7634,47149.3625,36513.5954,27867.3745,31460.0227,98240.0771,15406.8787,15408.4524,172045.7634,Profit,27149.3625,16513.5954,12867.3745,16460.0227,88240.0771,5406.8787,5408.4524,-0.0096,-13.1172
2014-05-16,274465.2018,47824.7551,36711.1546,27790.5297,31712.9552,99741.3786,15337.157,15347.2716,174465.2018,Profit,27824.7551,16711.1546,12790.5297,16712.9552,89741.3786,5337.157,5347.2716,0.0089,-12.3445
2014-05-19,278203.6207,48393.1148,36637.1389,28692.6165,31612.821,102100.048,15391.7386,15376.1428,178203.6207,Profit,28393.1148,16637.1389,13692.6165,16612.821,92100.048,5391.7386,5376.1428,0.0136,-11.1506
2014-05-20,278278.7853,48485.2836,36638.1777,28402.9473,32140.753,101866.0012,15443.3734,15302.2492,178278.7853,Profit,28485.2836,16638.1777,13402.9473,17140.753,91866.0012,5443.3734,5302.2492,0.0003,-11.1266
2014-05-21,282647.0603,48758.6949,37363.3378,28486.276,32643.9417,104336.2322,15633.9199,15424.6578,182647.0603,Profit,28758.6949,17363.3378,13486.276,17643.9417,94336.2322,5633.9199,5424.6578,0.0157,-9.7315
2014-05-22,285231.2721,48677.7816,37012.9731,28521.2764,32528.7693,106833.6574,15862.0392,15794.7751,185231.2721,Profit,28677.7816,17012.9731,13521.2764,17528.7693,96833.6574,5862.0392,5794.7751,0.0091,-8.9062
2014-05-23,287451.0699,49098.2589,36933.9447,28710.4469,33225.1722,107817.5655,15825.4768,15840.205,187451.0699,Profit,29098.2589,16933.9447,13710.4469,18225.1722,97817.5655,5825.4768,5840.205,0.0078,-8.1972
2014-05-27,291182.094,50016.6707,37000.4566,29221.3453,33071.0288,110023.0889,15842.2912,16007.2126,191182.094,Profit,30016.6707,17000.4566,14221.3453,18071.0288,100023.0889,5842.2912,6007.2126,0.013,-7.0057
2014-05-28,290245.6823,49877.939,36825.092,29467.9693,32994.7334,109316.4914,15789.3544,15974.1028,190245.6823,Profit,29877.939,16825.092,14467.9693,17994.7334,99316.4914,5789.3544,5974.1028,-0.0032,-7.3047
2014-05-29,290957.3487,50643.6724,37029.9562,29339.2541,33287.6765,109014.7067,15724.6434,15917.4394,190957.3487,Profit,30643.6724,17029.9562,14339.2541,18287.6765,99014.7067,5724.6434,5917.4394,0.0025,-7.0774
2014-05-30,290784.4776,50597.9916,37681.5501,29500.5083,33248.9796,108031.9326,15726.4674,15997.0479,190784.4776,Profit,30597.9916,17681.5501,14500.5083,18248.9796,98031.9326,5726.4674,5997.0479,-0.0006,-7.1327
2014-06-02,288870.1734,50377.6332,37639.6827,29481.237,32938.9641,106710.4186,15689.8264,16032.4114,188870.1734,Profit,30377.6332,17639.6827,14481.237,17938.9641,96710.4186,5689.8264,6032.4114,-0.0066,-7.744
2014-06-03,289528.8361,51180.7978,37248.5145,29409.8554,32823.1279,107031.6462,15689.364,16145.5304,189528.8361,Profit,31180.7978,17248.5145,14409.8554,17823.1279,97031.6462,5689.364,6145.5304,0.0023,-7.5337
2014-06-04,290291.4495,51873.4101,37352.648,29500.4483,32845.3887,106749.7063,15736.4725,16233.3758,190291.4495,Profit,31873.4101,17352.648,14500.4483,17845.3887,96749.7063,5736.4725,6233.3758,0.0026,-7.2901
2014-06-05,294611.1232,52065.9574,38164.609,29616.8562,34633.5077,108242.8403,15691.5097,16195.8429,194611.1232,Profit,32065.9574,18164.609,14616.8562,19633.5077,98242.8403,5691.5097,6195.8429,0.0149,-5.9105
2014-06-06,296308.7089,51929.4781,38421.2782,29735.1253,35292.8798,108927.4469,15714.0151,16288.4855,196308.7089,Profit,31929.4781,18421.2782,14735.1253,20292.8798,98927.4469,5714.0151,6288.4855,0.0058,-5.3684
2014-06-09,294837.2097,52629.5236,38134.9935,29695.8624,34977.2139,107175.2394,15827.6753,16396.7016,194837.2097,Profit,32629.5236,18134.9935,14695.8624,19977.2139,97175.2394,5827.6753,6396.7016,-0.005,-5.8383
2014-06-10,294190.89,52962.5013,38005.736,29866.5421,35517.8758,105652.8873,15840.3873,16344.9602,194190.89,Profit,32962.5013,18005.736,14866.5421,20517.8758,95652.8873,5840.3873,6344.9602,-0.0022,-6.0448
2014-06-11,294169.5509,52512.3523,37607.3107,30114.9071,35658.4807,106316.063,15736.4195,16224.0177,194169.5509,Profit,32512.3523,17607.3107,15114.9071,20658.4807,96316.063,5736.4195,6224.0177,-0.0001,-6.0516
2014-06-12,291229.2348,51565.0665,37292.7039,30257.9106,34619.1664,105666.5526,15699.194,16128.6408,191229.2348,Profit,31565.0665,17292.7039,15257.9106,19619.1664,95666.5526,5699.194,6128.6408,-0.01,-6.9906
2014-06-13,293360.4397,51073.1221,37951.2802,30336.6166,34711.7042,107339.8617,15843.0597,16104.7952,193360.4397,Profit,31073.1221,17951.2802,15336.6166,19711.7042,97339.8617,5843.0597,6104.7952,0.0073,-6.31
2014-06-16,303217.1055,51510.9248,38137.2327,30193.2529,34797.6009,116605.625,15819.6964,16152.7729,203217.1055,Profit,31510.9248,18137.2327,15193.2529,19797.6009,106605.625,5819.6964,6152.7729,0.0336,-3.1621
2014-06-17,307015.5811,51450.1453,38308.2517,30400.614,34591.549,120293.2296,15792.2094,16179.5821,207015.5811,Profit,31450.1453,18308.2517,15400.614,19591.549,110293.2296,5792.2094,6179.5821,0.0125,-1.949
2014-06-18,306256.8177,51593.8888,38344.2173,30420.3655,35581.0693,118125.7666,15873.8746,16317.6355,206256.8177,Profit,31593.8888,18344.2173,15420.3655,20581.0693,108125.7666,5873.8746,6317.6355,-0.0025,-2.1913
2014-06-19,303621.2373,51211.6145,38069.2047,29610.3725,34661.3248,118016.7314,15790.1639,16261.8256,203621.2373,Profit,31211.6145,18069.2047,14610.3725,19661.3248,108016.7314,5790.1639,6261.8256,-0.0086,-3.033
2014-06-20,302040.2127,50390.1814,38004.6663,29116.6441,34167.7628,118268.2115,15803.6318,16289.1147,202040.2127,Profit,30390.1814,18004.6663,14116.6441,19167.7628,108268.2115,5803.6318,6289.1147,-0.0052,-3.5379
2014-06-23,305271.2114,50180.2877,38162.7772,28684.2716,34376.031,121801.6294,15834.9143,16231.3003,205271.2114,Profit,30180.2877,18162.7772,13684.2716,19376.031,111801.6294,5834.9143,6231.3003,0.0107,-2.5061
2014-06-24,301617.7359,49922.4982,37968.3422,28264.8066,34081.0419,119477.9916,15787.6605,16115.3949,201617.7359,Profit,29922.4982,17968.3422,13264.8066,19081.0419,109477.9916,5787.6605,6115.3949,-0.012,-3.6729
2014-06-25,304273.1008,49876.6931,38163.7271,28503.2659,34364.9867,121518.8425,15748.0395,16097.546,204273.1008,Profit,29876.6931,18163.7271,13503.2659,19364.9867,111518.8425,5748.0395,6097.546,0.0088,-2.8248
2014-06-26,302858.6991,50106.9999,37833.0721,28083.6809,34136.6879,120699.2839,15863.0086,16135.9658,202858.6991,Profit,30106.9999,17833.0721,13083.6809,19136.6879,110699.2839,5863.0086,6135.9658,-0.0046,-3.2765
2014-06-27,305127.7974,50561.6094,38203.5749,28032.4109,33920.8018,122116.7492,16014.9363,16277.7149,205127.7974,Profit,30561.6094,18203.5749,13032.4109,18920.8018,112116.7492,6014.9363,6277.7149,0.0075,-2.5519
2014-06-30,305956.4943,51079.8819,37704.5537,28272.3711,33942.7473,122627.8268,16036.3557,16292.7579,205956.4943,Profit,31079.8819,17704.5537,13272.3711,18942.7473,112627.8268,6036.3557,6292.7579,0.0027,-2.2872
